Territorial_Authority,Anzsoc_Division,Total_Victimisations,Price,Total_Population,School_Type,School_Count
South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Teen Parent Unit,1
South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Composite,1
South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Contributing,9
South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Full Primary,6
South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Intermediate,1
South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Secondary (Year 7-15),1
South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Secondary (Year 9-15),2
South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Teen Parent Unit,1
South Waikato District,Theft and Related Offences,457,426624,25900,Composite,1
South Waikato District,Theft and Related Offences,457,426624,25900,Contributing,9
South Waikato District,Theft and Related Offences,457,426624,25900,Full Primary,6
South Waikato District,Theft and Related Offences,457,426624,25900,Intermediate,1
South Waikato District,Theft and Related Offences,457,426624,25900,Secondary (Year 7-15),1
South Waikato District,Theft and Related Offences,457,426624,25900,Secondary (Year 9-15),2
South Waikato District,Theft and Related Offences,457,426624,25900,Teen Parent Unit,1
South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Composite,1
South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Contributing,9
South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Full Primary,6
South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Intermediate,1
South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Secondary (Year 7-15),1
South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Secondary (Year 9-15),2
South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Teen Parent Unit,1
South Wairarapa District,Acts Intended to Cause Injury,78,766986,11750,Full Primary,7
South Wairarapa District,Acts Intended to Cause Injury,78,766986,11750,Secondary (Year 9-15),1
South Wairarapa District,"Robbery, Extortion and Related Offences",2,766986,11750,Full Primary,7
South Wairarapa District,"Robbery, Extortion and Related Offences",2,766986,11750,Secondary (Year 9-15),1
South Wairarapa District,Sexual Assault and Related Offences,6,766986,11750,Full Primary,7
South Wairarapa District,Sexual Assault and Related Offences,6,766986,11750,Secondary (Year 9-15),1
South Wairarapa District,Theft and Related Offences,99,766986,11750,Full Primary,7
South Wairarapa District,Theft and Related Offences,99,766986,11750,Secondary (Year 9-15),1
South Wairarapa District,"Unlawful Entry With Intent/Burglary, Break and Enter",47,766986,11750,Full Primary,7
South Wairarapa District,"Unlawful Entry With Intent/Burglary, Break and Enter",47,766986,11750,Secondary (Year 9-15),1
Southland District,"Abduction, Harassment and Other Related Offences Against a Person",1,492354,32600,Composite,1
Southland District,"Abduction, Harassment and Other Related Offences Against a Person",1,492354,32600,Contributing,10
Southland District,"Abduction, Harassment and Other Related Offences Against a Person",1,492354,32600,Full Primary,24
Southland District,"Abduction, Harassment and Other Related Offences Against a Person",1,492354,32600,Secondary (Year 7-15),4
Southland District,"Abduction, Harassment and Other Related Offences Against a Person",1,492354,32600,Secondary (Year 9-15),1
Southland District,Acts Intended to Cause Injury,104,492354,32600,Composite,1
Southland District,Acts Intended to Cause Injury,104,492354,32600,Contributing,10
Southland District,Acts Intended to Cause Injury,104,492354,32600,Full Primary,24
Southland District,Acts Intended to Cause Injury,104,492354,32600,Secondary (Year 7-15),4
Southland District,Acts Intended to Cause Injury,104,492354,32600,Secondary (Year 9-15),1
Southland District,"Robbery, Extortion and Related Offences",4,492354,32600,Composite,1
Southland District,"Robbery, Extortion and Related Offences",4,492354,32600,Contributing,10
Southland District,"Robbery, Extortion and Related Offences",4,492354,32600,Full Primary,24
Southland District,"Robbery, Extortion and Related Offences",4,492354,32600,Secondary (Year 7-15),4
Southland District,"Robbery, Extortion and Related Offences",4,492354,32600,Secondary (Year 9-15),1
Southland District,Sexual Assault and Related Offences,27,492354,32600,Composite,1
Southland District,Sexual Assault and Related Offences,27,492354,32600,Contributing,10
Southland District,Sexual Assault and Related Offences,27,492354,32600,Full Primary,24
Southland District,Sexual Assault and Related Offences,27,492354,32600,Secondary (Year 7-15),4
Southland District,Sexual Assault and Related Offences,27,492354,32600,Secondary (Year 9-15),1
Southland District,Theft and Related Offences,139,492354,32600,Composite,1
Southland District,Theft and Related Offences,139,492354,32600,Contributing,10
Southland District,Theft and Related Offences,139,492354,32600,Full Primary,24
Southland District,Theft and Related Offences,139,492354,32600,Secondary (Year 7-15),4
Southland District,Theft and Related Offences,139,492354,32600,Secondary (Year 9-15),1
Southland District,"Unlawful Entry With Intent/Burglary, Break and Enter",154,492354,32600,Composite,1
Southland District,"Unlawful Entry With Intent/Burglary, Break and Enter",154,492354,32600,Contributing,10
Southland District,"Unlawful Entry With Intent/Burglary, Break and Enter",154,492354,32600,Full Primary,24
Southland District,"Unlawful Entry With Intent/Burglary, Break and Enter",154,492354,32600,Secondary (Year 7-15),4
Southland District,"Unlawful Entry With Intent/Burglary, Break and Enter",154,492354,32600,Secondary (Year 9-15),1
Stratford District,Acts Intended to Cause Injury,48,471430,10150,Full Primary,10
Stratford District,Acts Intended to Cause Injury,48,471430,10150,Secondary (Year 9-15),2
Stratford District,Acts Intended to Cause Injury,48,471430,10150,Teen Parent Unit,1
Stratford District,"Robbery, Extortion and Related Offences",2,471430,10150,Full Primary,10
Stratford District,"Robbery, Extortion and Related Offences",2,471430,10150,Secondary (Year 9-15),2
Stratford District,"Robbery, Extortion and Related Offences",2,471430,10150,Teen Parent Unit,1
Stratford District,Sexual Assault and Related Offences,8,471430,10150,Full Primary,10
Stratford District,Sexual Assault and Related Offences,8,471430,10150,Secondary (Year 9-15),2
Stratford District,Sexual Assault and Related Offences,8,471430,10150,Teen Parent Unit,1
Stratford District,Theft and Related Offences,106,471430,10150,Full Primary,10
Stratford District,Theft and Related Offences,106,471430,10150,Secondary (Year 9-15),2
Stratford District,Theft and Related Offences,106,471430,10150,Teen Parent Unit,1
Stratford District,"Unlawful Entry With Intent/Burglary, Break and Enter",73,471430,10150,Full Primary,10
Stratford District,"Unlawful Entry With Intent/Burglary, Break and Enter",73,471430,10150,Secondary (Year 9-15),2
Stratford District,"Unlawful Entry With Intent/Burglary, Break and Enter",73,471430,10150,Teen Parent Unit,1
Tararua District,"Abduction, Harassment and Other Related Offences Against a Person",1,400978,19050,Composite,2
Tararua District,"Abduction, Harassment and Other Related Offences Against a Person",1,400978,19050,Full Primary,16
Tararua District,"Abduction, Harassment and Other Related Offences Against a Person",1,400978,19050,Secondary (Year 9-15),2
Tararua District,Acts Intended to Cause Injury,139,400978,19050,Composite,2
Tararua District,Acts Intended to Cause Injury,139,400978,19050,Full Primary,16
Tararua District,Acts Intended to Cause Injury,139,400978,19050,Secondary (Year 9-15),2
Tararua District,"Robbery, Extortion and Related Offences",8,400978,19050,Composite,2
Tararua District,"Robbery, Extortion and Related Offences",8,400978,19050,Full Primary,16
Tararua District,"Robbery, Extortion and Related Offences",8,400978,19050,Secondary (Year 9-15),2
Tararua District,Sexual Assault and Related Offences,20,400978,19050,Composite,2
Tararua District,Sexual Assault and Related Offences,20,400978,19050,Full Primary,16
Tararua District,Sexual Assault and Related Offences,20,400978,19050,Secondary (Year 9-15),2
Tararua District,Theft and Related Offences,236,400978,19050,Composite,2
Tararua District,Theft and Related Offences,236,400978,19050,Full Primary,16
Tararua District,Theft and Related Offences,236,400978,19050,Secondary (Year 9-15),2
Tararua District,"Unlawful Entry With Intent/Burglary, Break and Enter",123,400978,19050,Composite,2
Tararua District,"Unlawful Entry With Intent/Burglary, Break and Enter",123,400978,19050,Full Primary,16
Tararua District,"Unlawful Entry With Intent/Burglary, Break and Enter",123,400978,19050,Secondary (Year 9-15),2
Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Composite,4
Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Contributing,10
Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Full Primary,16
Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Intermediate,1
Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Secondary (Year 7-15),1
Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Secondary (Year 9-15),2
Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Special School,1
Tasman District,Acts Intended to Cause Injury,237,769331,58700,Composite,4
Tasman District,Acts Intended to Cause Injury,237,769331,58700,Contributing,10
Tasman District,Acts Intended to Cause Injury,237,769331,58700,Full Primary,16
Tasman District,Acts Intended to Cause Injury,237,769331,58700,Intermediate,1
Tasman District,Acts Intended to Cause Injury,237,769331,58700,Secondary (Year 7-15),1
Tasman District,Acts Intended to Cause Injury,237,769331,58700,Secondary (Year 9-15),2
Tasman District,Acts Intended to Cause Injury,237,769331,58700,Special School,1
Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Composite,4
Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Contributing,10
Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Full Primary,16
Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Intermediate,1
Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Secondary (Year 7-15),1
Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Secondary (Year 9-15),2
Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Special School,1
Tasman District,Sexual Assault and Related Offences,34,769331,58700,Composite,4
Tasman District,Sexual Assault and Related Offences,34,769331,58700,Contributing,10
Tasman District,Sexual Assault and Related Offences,34,769331,58700,Full Primary,16
Tasman District,Sexual Assault and Related Offences,34,769331,58700,Intermediate,1
Tasman District,Sexual Assault and Related Offences,34,769331,58700,Secondary (Year 7-15),1
Tasman District,Sexual Assault and Related Offences,34,769331,58700,Secondary (Year 9-15),2
Tasman District,Sexual Assault and Related Offences,34,769331,58700,Special School,1
Tasman District,Theft and Related Offences,565,769331,58700,Composite,4
Tasman District,Theft and Related Offences,565,769331,58700,Contributing,10
Tasman District,Theft and Related Offences,565,769331,58700,Full Primary,16
Tasman District,Theft and Related Offences,565,769331,58700,Intermediate,1
Tasman District,Theft and Related Offences,565,769331,58700,Secondary (Year 7-15),1
Tasman District,Theft and Related Offences,565,769331,58700,Secondary (Year 9-15),2
Tasman District,Theft and Related Offences,565,769331,58700,Special School,1
Tasman District,"Unlawful Entry With Intent/Burglary, Break and Enter",208,769331,58700,Composite,4
Tasman District,"Unlawful Entry With Intent/Burglary, Break and Enter",208,769331,58700,Contributing,10
Tasman District,"Unlawful Entry With Intent/Burglary, Break and Enter",208,769331,58700,Full Primary,16
Tasman District,"Unlawful Entry With Intent/Burglary, Break and Enter",208,769331,58700,Intermediate,1
Tasman District,"Unlawful Entry With Intent/Burglary, Break and Enter",208,769331,58700,Secondary (Year 7-15),1
Tasman District,"Unlawful Entry With Intent/Burglary, Break and Enter",208,769331,58700,Secondary (Year 9-15),2
Tasman District,"Unlawful Entry With Intent/Burglary, Break and Enter",208,769331,58700,Special School,1
Taupo District,"Abduction, Harassment and Other Related Offences Against a Person",3,829769,41400,Composite,6
Taupo District,"Abduction, Harassment and Other Related Offences Against a Person",3,829769,41400,Contributing,4
Taupo District,"Abduction, Harassment and Other Related Offences Against a Person",3,829769,41400,Full Primary,9
Taupo District,"Abduction, Harassment and Other Related Offences Against a Person",3,829769,41400,Intermediate,1
Taupo District,"Abduction, Harassment and Other Related Offences Against a Person",3,829769,41400,Secondary (Year 9-15),2
Taupo District,Acts Intended to Cause Injury,384,829769,41400,Composite,6
Taupo District,Acts Intended to Cause Injury,384,829769,41400,Contributing,4
