X,Territorial_Authority,Anzsoc_Division,Total_Victimisations,Price,Total_Population,School_Type,School_Count
241,South Taranaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",252,437608,29600,Secondary (Year 7-15),1
241,South Taranaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",252,437608,29600,Secondary (Year 9-15),1
242,South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Composite,1
242,South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Contributing,9
242,South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Full Primary,6
242,South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Intermediate,1
242,South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Secondary (Year 7-15),1
242,South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Secondary (Year 9-15),2
242,South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Teen Parent Unit,1
243,South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Composite,1
243,South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Contributing,9
243,South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Full Primary,6
243,South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Intermediate,1
243,South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Secondary (Year 7-15),1
243,South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Secondary (Year 9-15),2
243,South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Teen Parent Unit,1
244,South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Composite,1
244,South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Contributing,9
244,South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Full Primary,6
244,South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Intermediate,1
244,South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Secondary (Year 7-15),1
244,South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Secondary (Year 9-15),2
244,South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Teen Parent Unit,1
245,South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Composite,1
245,South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Contributing,9
245,South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Full Primary,6
245,South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Intermediate,1
245,South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Secondary (Year 7-15),1
245,South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Secondary (Year 9-15),2
245,South Waikato District,Sexual Assault and Related Offences,33,426624,25900,Teen Parent Unit,1
246,South Waikato District,Theft and Related Offences,457,426624,25900,Composite,1
246,South Waikato District,Theft and Related Offences,457,426624,25900,Contributing,9
246,South Waikato District,Theft and Related Offences,457,426624,25900,Full Primary,6
246,South Waikato District,Theft and Related Offences,457,426624,25900,Intermediate,1
246,South Waikato District,Theft and Related Offences,457,426624,25900,Secondary (Year 7-15),1
246,South Waikato District,Theft and Related Offences,457,426624,25900,Secondary (Year 9-15),2
246,South Waikato District,Theft and Related Offences,457,426624,25900,Teen Parent Unit,1
247,South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Composite,1
247,South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Contributing,9
247,South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Full Primary,6
247,South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Intermediate,1
247,South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Secondary (Year 7-15),1
247,South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Secondary (Year 9-15),2
247,South Waikato District,"Unlawful Entry With Intent/Burglary, Break and Enter",261,426624,25900,Teen Parent Unit,1
248,South Wairarapa District,Acts Intended to Cause Injury,78,766986,11750,Full Primary,7
248,South Wairarapa District,Acts Intended to Cause Injury,78,766986,11750,Secondary (Year 9-15),1
249,South Wairarapa District,"Robbery, Extortion and Related Offences",2,766986,11750,Full Primary,7
249,South Wairarapa District,"Robbery, Extortion and Related Offences",2,766986,11750,Secondary (Year 9-15),1
250,South Wairarapa District,Sexual Assault and Related Offences,6,766986,11750,Full Primary,7
250,South Wairarapa District,Sexual Assault and Related Offences,6,766986,11750,Secondary (Year 9-15),1
251,South Wairarapa District,Theft and Related Offences,99,766986,11750,Full Primary,7
251,South Wairarapa District,Theft and Related Offences,99,766986,11750,Secondary (Year 9-15),1
252,South Wairarapa District,"Unlawful Entry With Intent/Burglary, Break and Enter",47,766986,11750,Full Primary,7
252,South Wairarapa District,"Unlawful Entry With Intent/Burglary, Break and Enter",47,766986,11750,Secondary (Year 9-15),1
253,Southland District,"Abduction, Harassment and Other Related Offences Against a Person",1,492354,32600,Composite,1
253,Southland District,"Abduction, Harassment and Other Related Offences Against a Person",1,492354,32600,Contributing,10
253,Southland District,"Abduction, Harassment and Other Related Offences Against a Person",1,492354,32600,Full Primary,24
253,Southland District,"Abduction, Harassment and Other Related Offences Against a Person",1,492354,32600,Secondary (Year 7-15),4
253,Southland District,"Abduction, Harassment and Other Related Offences Against a Person",1,492354,32600,Secondary (Year 9-15),1
254,Southland District,Acts Intended to Cause Injury,104,492354,32600,Composite,1
254,Southland District,Acts Intended to Cause Injury,104,492354,32600,Contributing,10
254,Southland District,Acts Intended to Cause Injury,104,492354,32600,Full Primary,24
254,Southland District,Acts Intended to Cause Injury,104,492354,32600,Secondary (Year 7-15),4
254,Southland District,Acts Intended to Cause Injury,104,492354,32600,Secondary (Year 9-15),1
255,Southland District,"Robbery, Extortion and Related Offences",4,492354,32600,Composite,1
255,Southland District,"Robbery, Extortion and Related Offences",4,492354,32600,Contributing,10
255,Southland District,"Robbery, Extortion and Related Offences",4,492354,32600,Full Primary,24
255,Southland District,"Robbery, Extortion and Related Offences",4,492354,32600,Secondary (Year 7-15),4
255,Southland District,"Robbery, Extortion and Related Offences",4,492354,32600,Secondary (Year 9-15),1
256,Southland District,Sexual Assault and Related Offences,27,492354,32600,Composite,1
256,Southland District,Sexual Assault and Related Offences,27,492354,32600,Contributing,10
256,Southland District,Sexual Assault and Related Offences,27,492354,32600,Full Primary,24
256,Southland District,Sexual Assault and Related Offences,27,492354,32600,Secondary (Year 7-15),4
256,Southland District,Sexual Assault and Related Offences,27,492354,32600,Secondary (Year 9-15),1
257,Southland District,Theft and Related Offences,139,492354,32600,Composite,1
257,Southland District,Theft and Related Offences,139,492354,32600,Contributing,10
257,Southland District,Theft and Related Offences,139,492354,32600,Full Primary,24
257,Southland District,Theft and Related Offences,139,492354,32600,Secondary (Year 7-15),4
257,Southland District,Theft and Related Offences,139,492354,32600,Secondary (Year 9-15),1
258,Southland District,"Unlawful Entry With Intent/Burglary, Break and Enter",154,492354,32600,Composite,1
258,Southland District,"Unlawful Entry With Intent/Burglary, Break and Enter",154,492354,32600,Contributing,10
258,Southland District,"Unlawful Entry With Intent/Burglary, Break and Enter",154,492354,32600,Full Primary,24
258,Southland District,"Unlawful Entry With Intent/Burglary, Break and Enter",154,492354,32600,Secondary (Year 7-15),4
258,Southland District,"Unlawful Entry With Intent/Burglary, Break and Enter",154,492354,32600,Secondary (Year 9-15),1
259,Stratford District,Acts Intended to Cause Injury,48,471430,10150,Full Primary,10
259,Stratford District,Acts Intended to Cause Injury,48,471430,10150,Secondary (Year 9-15),2
259,Stratford District,Acts Intended to Cause Injury,48,471430,10150,Teen Parent Unit,1
260,Stratford District,"Robbery, Extortion and Related Offences",2,471430,10150,Full Primary,10
260,Stratford District,"Robbery, Extortion and Related Offences",2,471430,10150,Secondary (Year 9-15),2
260,Stratford District,"Robbery, Extortion and Related Offences",2,471430,10150,Teen Parent Unit,1
261,Stratford District,Sexual Assault and Related Offences,8,471430,10150,Full Primary,10
261,Stratford District,Sexual Assault and Related Offences,8,471430,10150,Secondary (Year 9-15),2
261,Stratford District,Sexual Assault and Related Offences,8,471430,10150,Teen Parent Unit,1
262,Stratford District,Theft and Related Offences,106,471430,10150,Full Primary,10
262,Stratford District,Theft and Related Offences,106,471430,10150,Secondary (Year 9-15),2
262,Stratford District,Theft and Related Offences,106,471430,10150,Teen Parent Unit,1
263,Stratford District,"Unlawful Entry With Intent/Burglary, Break and Enter",73,471430,10150,Full Primary,10
263,Stratford District,"Unlawful Entry With Intent/Burglary, Break and Enter",73,471430,10150,Secondary (Year 9-15),2
263,Stratford District,"Unlawful Entry With Intent/Burglary, Break and Enter",73,471430,10150,Teen Parent Unit,1
264,Tararua District,"Abduction, Harassment and Other Related Offences Against a Person",1,400978,19050,Composite,2
264,Tararua District,"Abduction, Harassment and Other Related Offences Against a Person",1,400978,19050,Full Primary,16
264,Tararua District,"Abduction, Harassment and Other Related Offences Against a Person",1,400978,19050,Secondary (Year 9-15),2
265,Tararua District,Acts Intended to Cause Injury,139,400978,19050,Composite,2
265,Tararua District,Acts Intended to Cause Injury,139,400978,19050,Full Primary,16
265,Tararua District,Acts Intended to Cause Injury,139,400978,19050,Secondary (Year 9-15),2
266,Tararua District,"Robbery, Extortion and Related Offences",8,400978,19050,Composite,2
266,Tararua District,"Robbery, Extortion and Related Offences",8,400978,19050,Full Primary,16
266,Tararua District,"Robbery, Extortion and Related Offences",8,400978,19050,Secondary (Year 9-15),2
267,Tararua District,Sexual Assault and Related Offences,20,400978,19050,Composite,2
267,Tararua District,Sexual Assault and Related Offences,20,400978,19050,Full Primary,16
267,Tararua District,Sexual Assault and Related Offences,20,400978,19050,Secondary (Year 9-15),2
268,Tararua District,Theft and Related Offences,236,400978,19050,Composite,2
268,Tararua District,Theft and Related Offences,236,400978,19050,Full Primary,16
268,Tararua District,Theft and Related Offences,236,400978,19050,Secondary (Year 9-15),2
269,Tararua District,"Unlawful Entry With Intent/Burglary, Break and Enter",123,400978,19050,Composite,2
269,Tararua District,"Unlawful Entry With Intent/Burglary, Break and Enter",123,400978,19050,Full Primary,16
269,Tararua District,"Unlawful Entry With Intent/Burglary, Break and Enter",123,400978,19050,Secondary (Year 9-15),2
270,Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Composite,4
270,Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Contributing,10
270,Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Full Primary,16
270,Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Intermediate,1
270,Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Secondary (Year 7-15),1
270,Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Secondary (Year 9-15),2
270,Tasman District,"Abduction, Harassment and Other Related Offences Against a Person",3,769331,58700,Special School,1
271,Tasman District,Acts Intended to Cause Injury,237,769331,58700,Composite,4
271,Tasman District,Acts Intended to Cause Injury,237,769331,58700,Contributing,10
271,Tasman District,Acts Intended to Cause Injury,237,769331,58700,Full Primary,16
271,Tasman District,Acts Intended to Cause Injury,237,769331,58700,Intermediate,1
271,Tasman District,Acts Intended to Cause Injury,237,769331,58700,Secondary (Year 7-15),1
271,Tasman District,Acts Intended to Cause Injury,237,769331,58700,Secondary (Year 9-15),2
271,Tasman District,Acts Intended to Cause Injury,237,769331,58700,Special School,1
272,Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Composite,4
272,Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Contributing,10
272,Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Full Primary,16
272,Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Intermediate,1
272,Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Secondary (Year 7-15),1
272,Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Secondary (Year 9-15),2
272,Tasman District,"Robbery, Extortion and Related Offences",20,769331,58700,Special School,1
273,Tasman District,Sexual Assault and Related Offences,34,769331,58700,Composite,4
